title,description,category,wholesale_price,selling_price,mrp,stock,gst_percent,hsn_code,image_url_1,image_url_2,image_url_3,is_active
The Naturik Co Hazelnut Pancake & Waffle Mix (No Maida) - 150 g,"The Naturik Co Hazelnut Pancake & Waffle Mix (No Maida) ? quality kitchenware for everyday cooking and dining, 150 g.",Groceries,174,168,179,10,5,1101,,,,
The Select Aisle Baking Soda - 100 g,"The Select Aisle Baking Soda ? refreshing drink to quench your thirst anytime, 100 g.",Groceries,34,33,35,10,12,2202,,,,
The Select Aisle Bread Crumbs(Carton) - 50 GM,"The Select Aisle Bread Crumbs(Carton) ? quality product for everyday use, 50 GM.",Groceries,48,46,49,10,12,2106,,,,
The Select Aisle Dark Compound Chocolate Bar - 500 GM,"The Select Aisle Dark Compound Chocolate Bar ? indulgent chocolate treat with rich cocoa flavour, 500 GM.",Groceries,222,215,229,10,12,2202,,,,
The Select Aisle Eggless Chocolate Cake Mix - Frosting & Sprinkles Included - 365 GM,"The Select Aisle Eggless Chocolate Cake Mix ? indulgent chocolate treat with rich cocoa flavour, Frosting & Sprinkles Included.",Groceries,242,234,249,10,12,2202,,,,
The Select Aisle Eggless Chocolate Cup Cake Mix With Frosting and Sprinkles - 190 GM,"The Select Aisle Eggless Chocolate Cup Cake Mix With Frosting and Sprinkles ? indulgent chocolate treat with rich cocoa flavour, 190 GM.",Groceries,193,187,199,10,12,2202,,,,
The Select Aisle Eggless Vanilla Cake Mix with Frosting mix and Sprinkles - 365 g,"The Select Aisle Eggless Vanilla Cake Mix with Frosting mix and Sprinkles ? quality product for everyday use, 365 g.",Groceries,261,253,269,10,12,2106,,,,
The Select Aisle Icing Sugar - 300 g,"The Select Aisle Icing Sugar ? natural sweetener for everyday use in food and beverages, 300 g.",Groceries,96,93,99,10,5,1701,,,,
The Select Aisle Natural Vanilla Extract - 30 ml,"The Select Aisle Natural Vanilla Extract ? quality product for everyday use, 30 ml.",Groceries,222,215,229,10,,,,,,
The Select Aisle Sugar Ball Sprinkles - 100 g,"The Select Aisle Sugar Ball Sprinkles ? natural sweetener for everyday use in food and beverages, 100 g.",Groceries,126,122,130,10,5,1701,,,,
The True Tomato Ketchup (Bell Pepper Chilli Flavor) - 550 g,"The True Tomato Ketchup (Bell Pepper Chilli Flavor) ? tangy and flavourful accompaniment to elevate every meal, 550 g.",Groceries,455,441,469,10,5,910,,,,
The Wellness Shop Chocolate Facial Wax Powder - 100 g,"The Wellness Shop Chocolate Facial Wax Powder ? indulgent chocolate treat with rich cocoa flavour, 100 g.",Beauty,969,940,999,10,18,3304,,,,
Think And Grow Rich - 1 piece,"Think And Grow Rich ? quality product for everyday use, 1 piece.",Groceries,193,187,199,10,,,,,,
Thomas Cook Borderless Travel Forex Card(Sleeve) - 1 unit,"Thomas Cook Borderless Travel Forex Card(Sleeve) ? quality product for everyday use, 1 unit.",Groceries,0,0,0,10,,,,,,
Thums Up Cola Soft Drink (2.25 l) - 2.25 l,"Thums Up Cola Soft Drink (2.25 l) ? refreshing drink to quench your thirst anytime, 2.25 l.",Groceries,97,94,100,10,12,2202,,,,
Thums Up Cola Soft Drink - 250 ml,"Thums Up Cola Soft Drink ? refreshing drink to quench your thirst anytime, 250 ml.",Groceries,19,19,20,10,12,2202,,,,
Thums Up Soft Drink - Pack of 8 - 8 x 250 ml,"Thums Up Soft Drink ? refreshing drink to quench your thirst anytime, Pack of 8.",Groceries,155,151,160,10,,,,,,
Thums Up X Force Zero Sugar Cola Soft Drink - 300 ml,"Thums Up X Force Zero Sugar Cola Soft Drink ? refreshing drink to quench your thirst anytime, 300 ml.",Groceries,39,38,40,10,12,2202,,,,
Tide Double Power Detergent Powder (Jasmine & Rose) - 6 KG,"Tide Double Power Detergent Powder (Jasmine & Rose) ? premium makeup for a flawless and long-lasting look, 6 KG.",Beauty,791,767,815,10,18,3304,,,,
Tide Double Power Detergent Powder (Lavender Fresh) - 2 KG,"Tide Double Power Detergent Powder (Lavender Fresh) ? premium makeup for a flawless and long-lasting look, 2 KG.",Beauty,272,263,280,10,18,3304,,,,
Tide Double Power Detergent Powder (Lemon & Mint) - 6 KG,"Tide Double Power Detergent Powder (Lemon & Mint) ? premium makeup for a flawless and long-lasting look, 6 KG.",Beauty,791,767,815,10,18,3304,,,,
Tide Double Power Detergent Powder - 2.2 KG,"Tide Double Power Detergent Powder ? premium makeup for a flawless and long-lasting look, 2.2 KG.",Beauty,290,281,299,10,18,3304,,,,
Tide Double Power Plus Detergent Powder (Lavender Fresh) - 6 KG,"Tide Double Power Plus Detergent Powder (Lavender Fresh) ? premium makeup for a flawless and long-lasting look, 6 KG.",Beauty,791,767,815,10,18,3304,,,,
Tide Natural Washing Detergent Powder - 3 KG,"Tide Natural Washing Detergent Powder ? premium makeup for a flawless and long-lasting look, 3 KG.",Beauty,233,226,240,10,18,3304,,,,
Tide Plus Double Power Detergent Powder - 1 KG,"Tide Plus Double Power Detergent Powder ? premium makeup for a flawless and long-lasting look, 1 KG.",Beauty,136,132,140,10,18,3304,,,,
Tide Plus Double Power Washing Detergent Powder (Jasmine & Rose) - 10 KG,"Tide Plus Double Power Washing Detergent Powder (Jasmine & Rose) ? premium makeup for a flawless and long-lasting look, 10 KG.",Beauty,"1,144","1,109","1,179",10,18,3304,,,,
Tide Plus Double Power Washing Detergent Powder (Jasmine & Rose) - 8 KG,"Tide Plus Double Power Washing Detergent Powder (Jasmine & Rose) ? premium makeup for a flawless and long-lasting look, 8 KG.",Beauty,"1,018",987,"1,049",10,18,3304,,,,
Tide Power Gel Liquid Detergent - 3.2 kg,"Tide Power Gel Liquid Detergent ? powerful cleaning formula for sparkling clean results every time, 3.2 kg.",Home,397,385,409,10,18,3402,,,,
"TigerNotes Single Line Diary (A4, 160, Blue, Red) - 1 UNIT","TigerNotes Single Line Diary (A4, 160, Blue, Red) ? quality product for everyday use, 1 UNIT.",Home,183,178,189,10,12,4820,,,,
Time Piece Buzzer Table Clock - Orpat - 1 PIECE,"Time Piece Buzzer Table Clock ? quality product for everyday use, Orpat.",Groceries,228,221,235,10,,,,,,
Tinkle Drai Comfort XL Maxi Night Sanitary Pads - 1 pack (40 pieces),"Tinkle Drai Comfort XL Maxi Night Sanitary Pads ? quality product for everyday use, 1 pack (40 pieces).",Health & Wellness,291,282,300,10,12,3005,,,,
Tinums Cylinder Trolley with Wheels (Stainless Steel) - 1 unit,"Tinums Cylinder Trolley with Wheels (Stainless Steel) ? quality product for everyday use, 1 unit.",Groceries,678,658,699,10,,,,,,
TINUMS Indoor Digital Hygrometer with Alarm Clock (White) - 1 unit,"TINUMS Indoor Digital Hygrometer with Alarm Clock (White) ? effective protection against mosquitoes and insects for a peaceful night, 1 unit.",Groceries,775,752,799,10,,,,,,
Tinums Stainless Steel Cloth Hanger (Silver) - 1 pack (12 pieces),"Tinums Stainless Steel Cloth Hanger (Silver) ? quality product for everyday use, 1 pack (12 pieces).",Groceries,484,470,499,10,,,,,,
Tipsy Tiger Fantastic Orange Lemonade - 250 ml,Tipsy Tiger Fantastic Orange Lemonade built for reliable daily home use with energy-efficient performance.,Electronics,92,89,95,10,18,8543,,,,
Tipsy Tiger Premium Tonic Water (Low Calorie & Sugar) - 250 ml,"Tipsy Tiger Premium Tonic Water (Low Calorie & Sugar) ? pure and refreshing hydration for everyday use, 250 ml.",Groceries,86,84,89,10,5,1701,,,,
Tirupati Cottonseed Oil - 15 kg,"Tirupati Cottonseed Oil ? pure cooking oil ideal for healthy and flavourful everyday cooking, 15 kg.",Groceries,"2,011","1,950","2,073",10,,,,,,
Tirupati Premium Filtered Groundnut Oil - 15 kg,"Tirupati Premium Filtered Groundnut Oil ? pure cooking oil ideal for healthy and flavourful everyday cooking, 15 kg.",Groceries,"3,168","3,073","3,266",10,5,1515,,,,
"Titan Women's Svelte Silver Watch (Quartz, Rose Gold, Stainless Steel) - 1 UNIT","Titan Women's Svelte Silver Watch (Quartz, Rose Gold, Stainless Steel) ? stylish accessory to complement your everyday look.",Fashion,"7,852","7,617","8,095",10,12,6204,,,,
"TNC Stainless Steel, Plastic Cloth Dryer Stand (Silver) - 1 unit","TNC Stainless Steel, Plastic Cloth Dryer Stand (Silver) ? quality product for everyday use, 1 unit.",Groceries,"3,879","3,763","3,999",10,,,,,,
To Be Honest Mixed Sweet Potato with Rock Salt & Pepper Chips - 75 GM,"To Be Honest Mixed Sweet Potato with Rock Salt & Pepper Chips ? crispy and delicious snack perfect for anytime munching, 75 GM.",Groceries,116,113,120,10,18,1806,,,,
To Be Honest Sweet Ripe Banana Chips with Amchur & Chilli - 75 g,"To Be Honest Sweet Ripe Banana Chips with Amchur & Chilli ? crispy and delicious snack perfect for anytime munching, 75 g.",Groceries,107,104,110,10,18,1806,,,,
Tong Garden Salted Cocktail Nut Mix - 140 GM,"Tong Garden Salted Cocktail Nut Mix ? freshly ground spice blend to add authentic flavour to your cooking, 140 GM.",Groceries,262,254,270,10,,,,,,
Too Yumm Anti-Hangover Party Harder Chips - 60 g,"Too Yumm Anti-Hangover Party Harder Chips ? crispy and delicious snack perfect for anytime munching, 60 g.",Groceries,73,71,75,10,18,1806,,,,
Too Yumm Classic Salted Banana Chips (No Palm Oil) - 75 g,"Too Yumm Classic Salted Banana Chips (No Palm Oil) ? crispy and delicious snack perfect for anytime munching, 75 g.",Groceries,68,66,70,10,18,1806,,,,
Too Yumm Crunchy Chatpata Masala Kraze Puffs (No Palm Oil) - 50 g,"Too Yumm Crunchy Chatpata Masala Kraze Puffs (No Palm Oil) ? pure cooking oil ideal for healthy and flavourful everyday cooking, 50 g.",Fashion,34,33,35,10,12,6204,,,,
Too Yumm Himalayan Pink Salt Gourmet Potato Chips - 50 g,"Too Yumm Himalayan Pink Salt Gourmet Potato Chips ? crispy and delicious snack perfect for anytime munching, 50 g.",Groceries,57,56,59,10,18,1806,,,,
Too Yumm Indian Masala Potato Chips - 79 GM,"Too Yumm Indian Masala Potato Chips ? crispy and delicious snack perfect for anytime munching, 79 GM.",Groceries,44,42,45,10,18,1806,,,,
Too Yumm Smoking Hot Bhoot Karare Snack - Spicy Chilli - 71.5 g,"Too Yumm Smoking Hot Bhoot Karare Snack ? crispy and delicious snack perfect for anytime munching, Spicy Chilli.",Groceries,19,19,20,10,5,910,,,,
Too Yumm Sour Cream & Onion Veggie Stix - 70 GM,"Too Yumm Sour Cream & Onion Veggie Stix ? hydrating formula to keep your skin soft and smooth, 70 GM.",Groceries,34,33,35,10,12,405,,,,
Too Yumm Tom Yum Ramen Instant Noodles - No Palm Oil - 79 GM,"Too Yumm Tom Yum Ramen Instant Noodles ? quality product for everyday use, No Palm Oil.",Groceries,44,42,45,10,5,1515,,,,
Too Yumm Truffle Flavour Gourmet Potato Chips - 50 g,"Too Yumm Truffle Flavour Gourmet Potato Chips ? crispy and delicious snack perfect for anytime munching, 50 g.",Groceries,57,56,59,10,18,1806,,,,
Too Yumm Veggie Stix Chili Chataka Spicy Crisps - 75 g,"Too Yumm Veggie Stix Chili Chataka Spicy Crisps ? quality product for everyday use, 75 g.",Fashion,34,33,35,10,12,6204,,,,
Topps Match Attax Trading Smart Game Pack Pro Collectible Cards (25 Cards) - 1 pack,"Topps Match Attax Trading Smart Game Pack Pro Collectible Cards (25 Cards) ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 1 pack.",Groceries,387,375,399,10,5,1101,,,,
Toyshine 2 in 1 Pencil Box with LCD Writing Pad - 1 unit,Toyshine 2 in 1 Pencil Box with LCD Writing Pad ? fun and engaging toy for kids of all ages.,Sports,678,658,699,10,18,9503,,,,
Toyshine 20 Activity Learning Laptop Educational Toy - 1 unit,Toyshine 20 Activity Learning Laptop Educational Toy ? fun and engaging toy for kids of all ages.,Electronics,"1,163","1,128","1,199",10,18,8543,,,,
Toyshine 3-in-1 Wooden Puzzle for Toddlers - 3 sets,Toyshine 3-in-1 Wooden Puzzle for Toddlers ? fun and engaging toy for kids of all ages.,Sports,581,564,599,10,18,9503,,,,
Toyshine 8.5 inch LCD Educational Digital Writing Pad - 1 piece,Toyshine 8.5 inch LCD Educational Digital Writing Pad ? fun and engaging toy for kids of all ages.,Sports,484,470,499,10,18,9503,,,,
Toyshine Baby's First Shaping & Sorting Toy - 1 unit,"Toyshine Baby's First Shaping & Sorting Toy ? gentle and safe product designed for your little one's comfort, 1 unit.",Health & Wellness,775,752,799,10,12,3401,,,,
Toyshine DIY Portable Kids Construction Tool Kit - 1 set,Toyshine DIY Portable Kids Construction Tool Kit ? fun and engaging toy for kids of all ages.,Sports,969,940,999,10,18,9503,,,,
Toyshine Domino Racing Building Blocks - 1 unit,Toyshine Domino Racing Building Blocks ? fun and engaging toy for kids of all ages.,Sports,484,470,499,10,18,9503,,,,
Toyshine Electronic LED Screen Apple Shape Computer Educational Toy - 1 unit,Toyshine Electronic LED Screen Apple Shape Computer Educational Toy ? energy-efficient lighting solution for home and office use.,Sports,"1,454","1,410","1,499",10,18,9503,,,,
Toyshine Friction Powered Automobile Car Transportation Toy Vehicle - 1 set (7 pieces),Toyshine Friction Powered Automobile Car Transportation Toy Vehicle ? quality sporting equipment for training and recreational play.,Electronics,969,940,999,10,18,8543,,,,
Toyshine Guitar Musical Toy - 1 unit,Toyshine Guitar Musical Toy ? fun and engaging toy for kids of all ages.,Sports,678,658,699,10,18,9503,,,,
Toyshine High Bounce Crazy Ball - 1 pack (6 pieces),Toyshine High Bounce Crazy Ball ? fun and engaging toy for kids of all ages.,Sports,484,470,499,10,18,9503,,,,
Toyshine High Gloss Metal YoYo Spinner Toy with String - 1 pc,Toyshine High Gloss Metal YoYo Spinner Toy with String ? fun and engaging toy for kids of all ages.,Sports,484,470,499,10,18,9503,,,,
Toyshine Inflatable Hopping Gym Ball for Kids - 1 unit,Toyshine Inflatable Hopping Gym Ball for Kids ? fun and engaging toy for kids of all ages.,Sports,969,940,999,10,18,9503,,,,
Toyshine Inflatable Police Theme Swimming Float Tube - 1 unit,Toyshine Inflatable Police Theme Swimming Float Tube ? fun and engaging toy for kids of all ages.,Sports,969,940,999,10,18,9503,,,,
Toyshine Intex Big Size Rectangular Kids Pool - 1 unit,Toyshine Intex Big Size Rectangular Kids Pool ? fun and engaging toy for kids of all ages.,Groceries,"2,425","2,352","2,500",10,12,2202,,,,
Toyshine Intex Kids Pool - 1 unit,Toyshine Intex Kids Pool ? fun and engaging toy for kids of all ages.,Sports,969,940,999,10,18,9503,,,,
Toyshine Junior Cricket Bat & Ball Set - 1 set,Toyshine Junior Cricket Bat & Ball Set ? quality sporting equipment for training and recreational play.,Sports,193,187,199,10,18,9503,,,,
Toyshine Junior Fast Sling Puck String Hockey - 1 unit,Toyshine Junior Fast Sling Puck String Hockey ? fun and engaging toy for kids of all ages.,Sports,581,564,599,10,18,9503,,,,
Toyshine Kids' Float Tube - 1 unit,Toyshine Kids' Float Tube ? fun and engaging toy for kids of all ages.,Sports,775,752,799,10,18,9503,,,,
Toyshine LED Lights & Musical Bubble Gun with 2 Refill Bottles - 1 unit,Toyshine LED Lights & Musical Bubble Gun with 2 Refill Bottles ? energy-efficient lighting solution for home and office use.,Sports,"1,454","1,410","1,499",10,18,9503,,,,
Toyshine Piano Fitness Rack Floor Play Gym Mat - 1 unit,Toyshine Piano Fitness Rack Floor Play Gym Mat ? quality sporting equipment for training and recreational play.,Sports,"2,909","2,822","2,999",10,18,9503,,,,
Toyshine Plastic Ice Cream Kitchen Play Set - 1 unit,"Toyshine Plastic Ice Cream Kitchen Play Set ? hydrating formula to keep your skin soft and smooth, 1 unit.",Groceries,"1,939","1,881","1,999",10,12,405,,,,
Toyshine Smiley Balls - 1 pack (6 pieces),Toyshine Smiley Balls ? fun and engaging toy for kids of all ages.,Sports,581,564,599,10,18,9503,,,,
Toyshine Space Theme Rechargeable Musical Toy Phone - 1 piece,Toyshine Space Theme Rechargeable Musical Toy Phone ? fun and engaging toy for kids of all ages.,Electronics,969,940,999,10,18,8543,,,,
Toyshine Stress-Relief Activity Ball - 1 piece,Toyshine Stress-Relief Activity Ball ? fun and engaging toy for kids of all ages.,Sports,290,281,299,10,18,9503,,,,
Toyshine Toy Phone - 1 unit,Toyshine Toy Phone ? fun and engaging toy for kids of all ages.,Electronics,581,564,599,10,18,8543,,,,
Toyshine Transform Robot Racing Toy Car - 1 unit,Toyshine Transform Robot Racing Toy Car ? fun and engaging toy for kids of all ages.,Sports,678,658,699,10,18,9503,,,,
Toyshine Vintage Rotary Musical Landline Toy Phone - 1 piece,Toyshine Vintage Rotary Musical Landline Toy Phone ? fun and engaging toy for kids of all ages.,Electronics,"1,454","1,410","1,499",10,18,8543,,,,
Toyshine Water Doodle Mat with 2 Magic Pens - 1 set,"Toyshine Water Doodle Mat with 2 Magic Pens ? pure and refreshing hydration for everyday use, 1 set.",Sports,969,940,999,10,18,9503,,,,
Toyshine Wooden The Flippy Busy Board Activity Toy - 1 set,Toyshine Wooden The Flippy Busy Board Activity Toy ? fun and engaging toy for kids of all ages.,Sports,"1,163","1,128","1,199",10,18,9503,,,,
Trendy Home Door Hook Cloth Hanger (Black) - 1 unit,"Trendy Home Door Hook Cloth Hanger (Black) ? quality product for everyday use, 1 unit.",Groceries,678,658,699,10,,,,,,
Trendy Home Door Seal Strip - 3 pcs,"Trendy Home Door Seal Strip ? quality product for everyday use, 3 pcs.",Groceries,290,281,299,10,,,,,,
Tresemme Hair Fall Defense Shampoo - 580 ML,"Tresemme Hair Fall Defense Shampoo ? nourishing formula for healthy, strong and shiny hair, 580 ML.",Beauty,839,814,865,10,18,3304,,,,
Tresemme Lamellar Gloss Professional Shampoo - 340 ML,"Tresemme Lamellar Gloss Professional Shampoo ? nourishing formula for healthy, strong and shiny hair, 340 ML.",Beauty,424,411,437,10,18,3304,,,,
Tresemme Smooth & Shine Conditioner 190 ml - 190 ml,"Tresemme Smooth & Shine Conditioner 190 ml ? nourishing formula for healthy, strong and shiny hair, 190 ml.",Beauty,308,299,318,10,18,3304,,,,
Trident Island Berry Lime Chewing Gum (Sugar Free) - 14,"Trident Island Berry Lime Chewing Gum (Sugar Free) ? natural sweetener for everyday use in food and beverages, 14.",Groceries,155,151,160,10,5,1701,,,,
Troovy Healthy High Protein Butter Cookies - 80 GM,"Troovy Healthy High Protein Butter Cookies ? creamy and fresh butter, perfect for cooking and spreading, 80 GM.",Groceries,68,66,70,10,12,405,,,,
Troovy Healthy High Protein Moong Dal Chips - 70 GM,"Troovy Healthy High Protein Moong Dal Chips ? crispy and delicious snack perfect for anytime munching, 70 GM.",Groceries,63,61,65,10,5,1101,,,,
Troovy Healthy High Protein Ragi Chips - 70 g,"Troovy Healthy High Protein Ragi Chips ? crispy and delicious snack perfect for anytime munching, 70 g.",Groceries,63,61,65,10,5,1101,,,,
Troovy The Healthy High Protein Potato Chips - Masala - 40 g,"Troovy The Healthy High Protein Potato Chips ? crispy and delicious snack perfect for anytime munching, Masala.",Groceries,44,42,45,10,18,1806,,,,
Tropicana Guava Delight Juice - 1 l,Tropicana Guava Delight Juice ? energy-efficient lighting solution for home and office use.,Groceries,107,104,110,10,,,,,,
Tropicana Pomegranate Delight Juice - 1 L,Tropicana Pomegranate Delight Juice ? energy-efficient lighting solution for home and office use.,Groceries,116,113,120,10,,,,,,
"True Colors Single Line Notebook Set (A4, Multicolour) - 6 pieces","True Colors Single Line Notebook Set (A4, Multicolour) ? quality product for everyday use, 6 pieces.",Home,466,452,480,10,12,4820,,,,
True Elements High-Protein Gluten Free Quinoa Flour - 1 kg,"True Elements High-Protein Gluten Free Quinoa Flour ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 1 kg.",Groceries,630,612,650,10,5,1101,,,,
True Elements Indi Masala High Protein Instant Oats - 62 g,"True Elements Indi Masala High Protein Instant Oats ? freshly ground spice blend to add authentic flavour to your cooking, 62 g.",Groceries,78,75,80,10,5,1101,,,,
True Elements Jowar Flour - Sorghum Atta - 500 g,"True Elements Jowar Flour ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in Sorghum Atta.",Groceries,107,104,110,10,5,1101,,,,
True Elements Panchmeva (Dry Fruit Mishrana) - 400 GM,"True Elements Panchmeva (Dry Fruit Mishrana) ? quality kitchenware for everyday cooking and dining, 400 GM.",Groceries,543,527,560,10,18,1806,,,,
True Elements Raw Kalonji - 100 g,"True Elements Raw Kalonji ? quality product for everyday use, 100 g.",Groceries,146,141,150,10,,,,,,
True Elements Raw Pumpkin Seeds - 150 g,"True Elements Raw Pumpkin Seeds ? quality product for everyday use, 150 g.",Groceries,218,212,225,10,,,,,,
True Elements White Sesame Seeds (Safed Til) - 150 g,"True Elements White Sesame Seeds (Safed Til) ? effective protection against mosquitoes and insects for a peaceful night, 150 g.",Groceries,194,188,200,10,,,,,,
True Elements Whole Rajgira/Amaranth - 500 g,"True Elements Whole Rajgira/Amaranth ? quality product for everyday use, 500 g.",Groceries,136,132,140,10,,,,,,
True Story 100% Pure Organic Ragi Flour - 500 g,"True Story 100% Pure Organic Ragi Flour ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 500 g.",Groceries,78,75,80,10,5,1101,,,,
True Story California Almonds - 100 g,"True Story California Almonds ? quality product for everyday use, 100 g.",Groceries,146,141,150,10,18,1806,,,,
True Story Himalayan Pink Rock Salt / Sendha Namak - 1 kg,"True Story Himalayan Pink Rock Salt / Sendha Namak ? freshly ground spice blend to add authentic flavour to your cooking, 1 kg.",Groceries,107,104,110,10,,,,,,
True Story Kalonji - 100 GM,"True Story Kalonji ? quality product for everyday use, 100 GM.",Groceries,146,141,150,10,,,,,,
True Story Natural Organic Brown Sugar - 500 g,"True Story Natural Organic Brown Sugar ? natural sweetener for everyday use in food and beverages, 500 g.",Groceries,87,85,90,10,5,1701,,,,
True Story Natural Organic White Poha - 500 g,"True Story Natural Organic White Poha ? effective protection against mosquitoes and insects for a peaceful night, 500 g.",Groceries,86,84,89,10,5,1101,,,,
True Story Organic Bajra Flour - 500 g,"True Story Organic Bajra Flour ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 500 g.",Groceries,73,71,75,10,5,1101,,,,
True Story Organic Jowar Flour - 500 g,"True Story Organic Jowar Flour ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 500 g.",Groceries,82,80,85,10,5,1101,,,,
True Story Organic Kabuli Chana - 500 GM,"True Story Organic Kabuli Chana ? premium quality pulses, nutritious and easy to cook, 500 GM.",Groceries,165,160,170,10,5,1101,,,,
True Story Organic Little Millet - 500 g,"True Story Organic Little Millet ? quality product for everyday use, 500 g.",Groceries,136,132,140,10,5,1101,,,,
True Story Organic Sonamasuri Rice - 1 kg,"True Story Organic Sonamasuri Rice ? premium quality rice with long grains, ideal for everyday meals, 1 kg.",Groceries,107,104,110,10,5,1101,,,,
trueBrowns Adjustable Ring (Silver) - 1 UNIT,"trueBrowns Adjustable Ring (Silver) ? quality product for everyday use, 1 UNIT.",Groceries,678,658,699,10,,,,,,
Truth & Hair Shampoo for Wavy Hair - 180 ml,"Truth & Hair Shampoo for Wavy Hair ? nourishing formula for healthy, strong and shiny hair, 180 ml.",Beauty,480,466,495,10,18,3304,,,,
truTRTL Sizzle Electric Kettle (1.5 ltr) - 1 unit,truTRTL Sizzle Electric Kettle (1.5 ltr) built for reliable daily home use with energy-efficient performance.,Electronics,"1,260","1,222","1,299",10,18,8543,,,,
truTRTL Smart Ceiling Fan - 1 unit,truTRTL Smart Ceiling Fan built for reliable daily home use with energy-efficient performance.,Electronics,"2,521","2,445","2,599",10,18,8543,,,,
TWF Bread Flour T55 - 1 kg,"TWF Bread Flour T55 ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 1 kg.",Groceries,242,234,249,10,5,1101,,,,
Twinings Assam Second Flush CTC Tea Leaves - 25 g,"Twinings Assam Second Flush CTC Tea Leaves ? aromatic and refreshing brew to energise your day, 25 g.",Groceries,0,0,0,10,,,,,,
Two Brothers Kashmiri Mongra Organic Saffron - 1 g,"Two Brothers Kashmiri Mongra Organic Saffron ? quality product for everyday use, 1 g.",Groceries,659,639,679,10,12,2106,,,,
Udupi Munch Masala Murukku Namkeen - 170 g,"Udupi Munch Masala Murukku Namkeen ? crispy and delicious snack perfect for anytime munching, 170 g.",Groceries,63,61,65,10,18,1806,,,,
Udupi Munch Sabudana Chivda Namkeen - 60 GM,"Udupi Munch Sabudana Chivda Namkeen ? crispy and delicious snack perfect for anytime munching, 60 GM.",Groceries,48,47,50,10,5,1101,,,,
Ugaoo Bamboo Palm Plant with Self-Watering Pot - 1 unit,"Ugaoo Bamboo Palm Plant with Self-Watering Pot ? pure and refreshing hydration for everyday use, 1 unit.",Groceries,484,470,499,10,12,2202,,,,
Ugaoo Ficus Bonsai Plant Medium Indoor with Ivory Self-Watering Pot - 1 unit,"Ugaoo Ficus Bonsai Plant Medium Indoor with Ivory Self-Watering Pot ? pure and refreshing hydration for everyday use, 1 unit.",Groceries,"1,212","1,175","1,249",10,12,2202,,,,
Ugaoo Golden Money Plant In Self Watering Pot - 1 unit,"Ugaoo Golden Money Plant In Self Watering Pot ? pure and refreshing hydration for everyday use, 1 unit.",Groceries,436,422,449,10,12,2202,,,,
Ugaoo Peace Lily Plant with Ibiza Pot - 1 unit,"Ugaoo Peace Lily Plant with Ibiza Pot ? quality kitchenware for everyday cooking and dining, 1 unit.",Groceries,387,375,399,10,,,,,,
Ugaoo The Gift of Green Hamper - Premium Plant Gift Set - 1 unit,"Ugaoo The Gift of Green Hamper ? quality product for everyday use, Premium Plant Gift Set.",Groceries,775,752,799,10,,,,,,
Ugaoo Variegated Money Plant with Ibiza Pot - 1 unit,"Ugaoo Variegated Money Plant with Ibiza Pot ? quality kitchenware for everyday cooking and dining, 1 unit.",Groceries,436,422,449,10,,,,,,
Ugaoo Vermicompost Fertilizer for Plants - 2 kg,"Ugaoo Vermicompost Fertilizer for Plants ? quality product for everyday use, 2 kg.",Groceries,484,470,499,10,,,,,,
Ugees Undergarment Liquid Detergent - 375 ml,"Ugees Undergarment Liquid Detergent ? powerful cleaning formula for sparkling clean results every time, 375 ml.",Home,247,240,255,10,18,3402,,,,
Ugees Undergarment Liquid Detergent (Travel Pack) - 375 ml,"Ugees Undergarment Liquid Detergent (Travel Pack) ? powerful cleaning formula for sparkling clean results every time, 375 ml.",Home,150,146,155,10,18,3402,,,,
Ujala Front Load Liquid Detergent - 2 LT,"Ujala Front Load Liquid Detergent ? powerful cleaning formula for sparkling clean results every time, 2 LT.",Home,330,320,340,10,18,3402,,,,
Ujala Young & Fresh Fabric Conditioner (Bliss) - 2 ltr,"Ujala Young & Fresh Fabric Conditioner (Bliss) ? nourishing formula for healthy, strong and shiny hair, 2 ltr.",Beauty,422,409,435,10,18,3304,,,,
UltraCare PRO Contour Cervical Pillow With Memory Foam - 1 unit,"UltraCare PRO Contour Cervical Pillow With Memory Foam ? soft and comfortable home linen for daily use, 1 unit.",Home,"1,551","1,504","1,599",10,12,9403,,,,
UltraCare PRO EVA Period Pain Relief Heating Pad (10 W) - 1 unit,"UltraCare PRO EVA Period Pain Relief Heating Pad (10 W) ? quality product for everyday use, 1 unit.",Groceries,"2,909","2,822","2,999",10,,,,,,
UMIYA TEA - Premium - 1 kg,"UMIYA TEA ? aromatic and refreshing brew to energise your day, Premium.",Groceries,543,527,560,10,,,,,,
Uncle Chipps Plain Salted Potato Chips - 80 GM,"Uncle Chipps Plain Salted Potato Chips ? crispy and delicious snack perfect for anytime munching, 80 GM.",Groceries,47,45,48,10,18,1806,,,,
Uncle Chipps Spicy Treat Flavour Potato Chips - 53 g,"Uncle Chipps Spicy Treat Flavour Potato Chips ? crispy and delicious snack perfect for anytime munching, 53 g.",Groceries,19,19,20,10,18,1806,,,,
